,stname,ctyname,confirmed_cases,deaths,population,days,avearge_case,populationdensity,toppest_ethnicity,second_ethnicity,third_ethnicity,toppest_age_group,second_age_group,third_age_group,fourth_age_group,target_rank
1817,New Mexico,Roosevelt County,1,0,19846,66,0.07634543561178651,1_Very Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Very_Low
1818,New Mexico,Sandoval County,311,6,131561,52,4.54600469042439,1_Very Low,White,Hispanic,Indian,Young Adult,Middle Adult,Children,Senior,Very_High
1819,New Mexico,San Juan County,260,14,130044,61,3.277579190095055,1_Very Low,Indian,White,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
1820,New Mexico,San Miguel County,2,0,29393,57,0.11937440648537276,1_Very Low,Hispanic,White,Black,Young Adult,Middle Adult,Children,Senior,Very_Low
1821,New Mexico,Santa Fe County,82,0,144170,50,1.1375459526947354,2_Low,Hispanic,White,Indian,Middle Adult,Young Adult,Senior,Children,High
1822,New Mexico,Sierra County,0,0,11988,88,0.0,1_Very Low,White,Hispanic,Indian,Senior,Middle Adult,Young Adult,Children,Very_Low
1823,New Mexico,Socorro County,20,1,17866,49,2.284581133472084,1_Very Low,Hispanic,White,Indian,Young Adult,Children,Middle Adult,Senior,Very_High
1824,New Mexico,Taos County,15,0,32937,55,0.8280270599243184,1_Very Low,Hispanic,White,Indian,Middle Adult,Senior,Young Adult,Children,Medium
1825,New Mexico,Torrance County,12,0,16383,69,1.0615457698728004,1_Very Low,White,Hispanic,Indian,Young Adult,Middle Adult,Children,Senior,High
1826,New Mexico,Union County,0,0,4549,88,0.0,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Senior,Children,Very_Low
1827,New Mexico,Valencia County,26,0,76569,66,0.5144894068609932,2_Low,Hispanic,White,Indian,Young Adult,Middle Adult,Children,Senior,Medium
1828,New York,Albany County,648,20,304204,50,4.260299009874952,4_High,White,Black,Asian,Young Adult,Middle Adult,Children,Senior,Very_High
1829,New York,Allegany County,30,1,48946,54,1.1350377059525918,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,High
1830,New York,Bronx County,0,0,1385108,88,0.0,Very_High,Hispanic,Black,White,Young Adult,Children,Middle Adult,Senior,Very_Low
1831,New York,Broome County,186,9,200600,51,1.8180751862060878,2_Low,White,Black,Asian,Young Adult,Middle Adult,Children,Senior,High
1832,New York,Cattaraugus County,34,0,80317,66,0.6413978549391973,2_Low,White,Indian,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1833,New York,Cayuga County,36,1,80026,62,0.725570641154528,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1834,New York,Chautauqua County,25,3,134905,62,0.29889611686120815,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1835,New York,Chemung County,72,1,88830,61,1.3287491487700767,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1836,New York,Chenango County,77,0,50477,56,2.7240129167739764,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_High
1837,New York,Clinton County,48,3,82128,55,1.062642792625259,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1838,New York,Columbia County,105,10,63096,58,2.869191117640115,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Very_High
1839,New York,Cortland County,25,0,49336,60,0.8445489433003621,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Medium
1840,New York,Delaware County,49,4,47980,50,2.0425177157148813,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Very_High
1841,New York,Dutchess County,2201,26,297488,50,14.797235518743614,3_Medium,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1842,New York,Erie County,2023,115,919040,52,4.2330960734947505,Very_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1843,New York,Essex County,16,0,39370,55,0.7389105687302284,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Medium
1844,New York,Franklin County,13,0,51599,63,0.3999093128727424,1_Very Low,White,Indian,Black,Young Adult,Middle Adult,Children,Senior,Low
1845,New York,Fulton County,27,0,55531,59,0.8240930626930324,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1846,New York,Genesee County,87,2,60079,56,2.5858809710072217,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1847,New York,Greene County,82,0,49221,54,3.085102940855567,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Very_High
1848,New York,Hamilton County,3,0,4836,56,1.107763204537398,1_Very Low,White,Hispanic,Black,Middle Adult,Senior,Young Adult,Children,High
1849,New York,Herkimer County,47,3,64519,50,1.4569351663850958,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1850,New York,Jefferson County,50,0,116229,59,0.729127521632849,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Medium
1851,New York,Kings County,0,0,2504700,88,0.0,Very_High,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_Low
1852,New York,Lewis County,8,0,27087,69,0.42803569603687097,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1853,New York,Livingston County,37,3,65393,59,0.9589996545009353,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
1854,New York,Madison County,117,5,73442,61,2.6116292950699136,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1855,New York,Monroe County,1008,62,744344,50,2.708425136764722,Very_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1856,New York,Montgomery County,34,1,50219,54,1.2537677564858511,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
1857,New York,Nassau County,29180,1109,1339532,43,50.659831281581226,Very_High,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1858,New York,New York County,135572,13202,1585873,40,213.71824856088728,Very_High,White,Hispanic,Asian,Young Adult,Middle Adult,Senior,Children,Very_High
1859,New York,Niagara County,234,9,216469,57,1.8964670035408013,3_Medium,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1860,New York,Oneida County,268,6,234878,55,2.0745779820703825,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1861,New York,Onondaga County,598,17,467026,54,2.3711900566722353,4_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1862,New York,Ontario County,69,0,107931,54,1.1838839423129386,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1863,New York,Orange County,6514,211,372813,50,34.94513335103658,3_Medium,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Very_High
1864,New York,Orleans County,41,1,42883,64,1.493890352820465,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1865,New York,Oswego County,45,2,122109,61,0.6041364011111278,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1866,New York,Otsego County,47,4,62259,61,1.2375589124121629,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
1867,New York,Putnam County,732,7,99710,54,13.59498100045688,3_Medium,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_High
1868,New York,Queens County,0,0,2230722,88,0.0,Very_High,Hispanic,Asian,White,Young Adult,Middle Adult,Children,Senior,Very_Low
1869,New York,Rensselaer County,164,6,159429,55,1.8703110361466118,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1870,New York,Richmond County,0,0,468730,88,0.0,Very_High,White,Hispanic,Asian,Young Adult,Middle Adult,Children,Senior,Very_Low
1871,New York,Rockland County,9171,334,311687,45,65.38610849987327,Very_High,White,Hispanic,Black,Children,Young Adult,Middle Adult,Senior,Very_High
1872,New York,St. Lawrence County,98,0,111944,62,1.4119963207410158,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
1873,New York,Saratoga County,244,7,219607,45,2.469057098463265,2_Low,White,Hispanic,Asian,Young Adult,Middle Adult,Children,Senior,Very_High
1874,New York,Schenectady County,295,14,154727,51,3.7383997140060856,4_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1875,New York,Schoharie County,20,0,32749,57,1.0714134568458766,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,High
1876,New York,Schuyler County,8,0,18343,66,0.660808598441483,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Medium
1877,New York,Seneca County,18,0,35251,70,0.7294625887006245,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1878,New York,Steuben County,181,21,98990,58,3.1525302102964075,2_Low,White,Hispanic,Asian,Young Adult,Middle Adult,Children,Senior,Very_High
1879,New York,Suffolk County,26143,693,1493350,46,38.0571257211318,Very_High,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1880,New York,Sullivan County,524,11,77547,55,12.285804386079057,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1881,New York,Tioga County,32,0,51125,52,1.2036862892608613,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1882,New York,Tompkins County,119,0,101564,52,2.2532211595265434,2_Low,White,Asian,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
1883,New York,Ulster County,880,16,182493,46,10.482832099098976,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1884,New York,Warren County,94,0,65707,56,2.5546310569215285,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Very_High
1885,New York,Washington County,52,2,63216,56,1.4688867194561954,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1886,New York,Wayne County,49,0,93772,58,0.9009380051688101,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1887,New York,Westchester County,23179,668,949113,41,59.56524285460574,Very_High,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1888,New York,Wyoming County,44,3,42155,55,1.8977582730399716,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1889,New York,Yates County,9,0,25348,71,0.5000811242712707,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1890,North Carolina,Alamance County,48,0,151131,58,0.5475952695982635,3_Medium,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1891,North Carolina,Alexander County,3,0,37198,66,0.12219620800727311,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1892,North Carolina,Alleghany County,2,0,11155,66,0.271654238485256,2_Low,White,Hispanic,Black,Middle Adult,Senior,Young Adult,Children,Low
1893,North Carolina,Anson County,16,0,26948,69,0.8604870787109042,2_Low,Black,White,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1894,North Carolina,Ashe County,4,0,27281,72,0.2036419323175674,2_Low,White,Hispanic,Black,Middle Adult,Senior,Young Adult,Children,Low
1895,North Carolina,Avery County,0,0,17797,88,0.0,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Senior,Children,Very_Low
1896,North Carolina,Beaufort County,14,0,47759,62,0.4728039774972324,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Senior,Children,Medium
1897,North Carolina,Bertie County,20,1,21282,62,1.5157440332736132,1_Very Low,Black,White,Hispanic,Young Adult,Middle Adult,Senior,Children,High
1898,North Carolina,Bladen County,2,0,35190,71,0.08004834920291856,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Very_Low
1899,North Carolina,Brunswick County,36,2,107431,52,0.644420783859121,2_Low,White,Black,Hispanic,Senior,Middle Adult,Young Adult,Children,Medium
1900,North Carolina,Buncombe County,47,3,238318,56,0.3521705092715256,3_Medium,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1901,North Carolina,Burke County,66,5,90912,63,1.1523440773704765,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,High
1902,North Carolina,Cabarrus County,207,4,178011,51,2.280097032998952,4_High,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
1903,North Carolina,Caldwell County,22,0,83029,62,0.42736719661494094,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1904,North Carolina,Camden County,0,0,9980,88,0.0,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Very_Low
1905,North Carolina,Carteret County,24,2,66469,58,0.6225354728494124,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Senior,Children,Medium
1906,North Carolina,Caswell County,7,0,23719,66,0.4471546273477215,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Senior,Children,Medium
1907,North Carolina,Catawba County,43,1,154358,58,0.48029859828763494,3_Medium,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1908,North Carolina,Chatham County,101,1,63505,44,3.6146044334375964,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Very_High
1909,North Carolina,Cherokee County,16,1,27444,59,0.9881447335591244,2_Low,White,Hispanic,Black,Senior,Middle Adult,Young Adult,Children,High
1910,North Carolina,Chowan County,6,0,14793,58,0.6993055895495773,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Senior,Children,Medium
1911,North Carolina,Clay County,5,0,10587,69,0.6844598858594695,2_Low,White,Hispanic,Black,Senior,Middle Adult,Young Adult,Children,Medium
1912,North Carolina,Cleveland County,42,2,98078,58,0.7383286068582993,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1913,North Carolina,Columbus County,55,2,58098,66,1.434358038716192,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1914,North Carolina,Craven County,33,2,103505,52,0.6131253413993378,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Medium
1915,North Carolina,Cumberland County,113,6,319431,57,0.6206210857277087,3_Medium,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Medium
1916,North Carolina,Currituck County,3,0,23547,67,0.19015636557941595,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Low
1917,North Carolina,Dare County,15,1,33920,63,0.7019317160826595,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Medium
1918,North Carolina,Davidson County,94,2,162878,57,1.0124895977464998,3_Medium,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,High
1919,North Carolina,Davie County,23,2,41240,59,0.9452728139538706,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1920,North Carolina,Duplin County,23,0,58505,62,0.6340786974369437,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1921,North Carolina,Durham County,399,4,267587,50,2.9822076558278243,Very_High,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
1922,North Carolina,Edgecombe County,49,1,56552,66,1.312816951521153,2_Low,Black,White,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1923,North Carolina,Forsyth County,126,5,350670,50,0.7186243476773034,Very_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1924,North Carolina,Franklin County,69,7,60619,58,1.9625120381626109,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1925,North Carolina,Gaston County,110,3,206086,56,0.953138842175458,4_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1926,North Carolina,Gates County,4,0,12197,71,0.46190069827838065,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Medium
1927,North Carolina,Graham County,0,0,8861,88,0.0,1_Very Low,White,Indian,Hispanic,Middle Adult,Young Adult,Senior,Children,Very_Low
1928,North Carolina,Granville County,109,5,59916,59,3.0834128231501503,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Very_High
1929,North Carolina,Greene County,14,0,21362,66,0.9929838597566338,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1930,North Carolina,Guilford County,176,13,488406,55,0.6551926061514396,Very_High,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Medium
1931,North Carolina,Halifax County,32,1,54691,65,0.9001621698409105,2_Low,Black,White,Indian,Middle Adult,Young Adult,Children,Senior,High
1932,North Carolina,Harnett County,55,3,114678,52,0.9223149232566906,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1933,North Carolina,Haywood County,5,0,59036,71,0.11928744361282541,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Very_Low
1934,North Carolina,Henderson County,108,11,106740,60,1.6863406408094435,3_Medium,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,High
1935,North Carolina,Hertford County,7,1,24669,61,0.4651753146080333,2_Low,Black,White,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1936,North Carolina,Hoke County,23,0,46952,56,0.8747535476961273,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1937,North Carolina,Hyde County,0,0,5810,59,0.0,1_Very Low,White,Black,Hispanic,Young Adult,Middle Adult,Senior,Children,Very_Low
1938,North Carolina,Iredell County,81,3,159437,54,0.9408104768654704,3_Medium,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1939,North Carolina,Jackson County,5,0,40271,61,0.20353905568462194,2_Low,White,Indian,Hispanic,Young Adult,Middle Adult,Children,Senior,Low
1940,North Carolina,Johnston County,121,9,168878,50,1.4329871268015963,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1941,North Carolina,Jones County,9,1,10153,76,1.1663651396787054,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Senior,Children,High
1942,North Carolina,Lee County,30,0,57866,58,0.8938606078013771,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
1943,North Carolina,Lenoir County,18,1,59495,62,0.4879781168924469,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1944,North Carolina,Lincoln County,20,0,78265,55,0.46462194293280984,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1945,North Carolina,McDowell County,20,0,44996,62,0.7169096034342838,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1946,North Carolina,Macon County,2,1,33922,71,0.08304054620749673,2_Low,White,Hispanic,Black,Senior,Middle Adult,Young Adult,Children,Very_Low
1947,North Carolina,Madison County,0,0,20764,88,0.0,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Senior,Children,Very_Low
1948,North Carolina,Martin County,8,0,24505,69,0.4731362129586094,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Senior,Children,Medium
1949,North Carolina,Mecklenburg County,1153,24,919628,50,2.5075356557216613,Very_High,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
1950,North Carolina,Mitchell County,5,0,15579,64,0.5014763463636948,2_Low,White,Hispanic,Asian,Middle Adult,Young Adult,Senior,Children,Medium
1951,North Carolina,Montgomery County,17,1,27798,59,1.0365335391766997,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1952,North Carolina,Moore County,93,4,88247,56,1.881893192645966,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Senior,Children,High
1953,North Carolina,Nash County,53,1,95840,60,0.9216750139120756,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1954,North Carolina,New Hanover County,68,1,202667,56,0.5991531498890862,Very_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1955,North Carolina,Northampton County,70,1,22099,61,5.19272810356377,1_Very Low,Black,White,Hispanic,Middle Adult,Senior,Young Adult,Children,Very_High
1956,North Carolina,Onslow County,37,1,177772,51,0.4081014985928219,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Low
1957,North Carolina,Orange County,183,3,133801,55,2.4867323318007544,3_Medium,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
1958,North Carolina,Pamlico County,6,0,13144,68,0.6712971250581791,1_Very Low,White,Black,Hispanic,Senior,Middle Adult,Young Adult,Children,Medium
1959,North Carolina,Pasquotank County,20,0,40661,57,0.8629330143932912,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1960,North Carolina,Pender County,6,0,52217,72,0.15959042712781918,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Low
1961,North Carolina,Perquimans County,8,0,13453,66,0.901004394648935,2_Low,White,Black,Hispanic,Middle Adult,Senior,Young Adult,Children,High
1962,North Carolina,Person County,16,0,39464,63,0.643544126211874,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Medium
1963,North Carolina,Pitt County,89,1,168148,57,0.9285888079382031,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1964,North Carolina,Polk County,10,0,20510,65,0.7501031391816375,2_Low,White,Hispanic,Black,Senior,Middle Adult,Young Adult,Children,Medium
1965,North Carolina,Randolph County,69,2,141752,61,0.7979764243069633,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1966,North Carolina,Richmond County,18,2,46639,75,0.5145907931130599,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1967,North Carolina,Robeson County,22,2,134168,59,0.2779212300490455,2_Low,Indian,White,Black,Young Adult,Children,Middle Adult,Senior,Low
1968,North Carolina,Rockingham County,16,2,93643,69,0.24762561854171106,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Low
1969,North Carolina,Rowan County,244,12,138428,57,3.092366973723499,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1970,North Carolina,Rutherford County,65,2,67810,68,1.409648065095379,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,High
1971,North Carolina,Sampson County,19,0,63431,55,0.5446146922712009,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Medium
1972,North Carolina,Scotland County,11,0,36157,60,0.5070479667376534,2_Low,White,Black,Indian,Young Adult,Middle Adult,Children,Senior,Medium
1973,North Carolina,Stanly County,20,2,60585,66,0.5001738103991137,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1974,North Carolina,Stokes County,10,0,47401,70,0.30138001910749324,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Senior,Children,Low
1975,North Carolina,Surry County,17,0,73673,64,0.3605459259158715,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Low
1976,North Carolina,Swain County,0,0,13981,65,0.0,1_Very Low,White,Indian,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1977,North Carolina,Transylvania County,7,0,33090,61,0.3467938904824894,2_Low,White,Black,Hispanic,Senior,Middle Adult,Young Adult,Children,Low
1978,North Carolina,Tyrrell County,4,0,4407,83,1.0935505124651088,1_Very Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1979,North Carolina,Union County,141,3,201292,56,1.2508480927494103,3_Medium,White,Black,Hispanic,Children,Young Adult,Middle Adult,Senior,High
1980,North Carolina,Vance County,30,1,45422,61,1.0827424567137611,2_Low,Black,White,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1981,North Carolina,Wake County,579,4,900993,41,1.5673763524813396,Very_High,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1982,North Carolina,Warren County,3,0,20972,72,0.19867760188187425,2_Low,Black,White,Indian,Middle Adult,Young Adult,Senior,Children,Low
1983,North Carolina,Washington County,19,2,13228,67,2.1438017051121774,1_Very Low,Black,White,Hispanic,Middle Adult,Young Adult,Senior,Children,Very_High
1984,North Carolina,Watauga County,8,0,51079,53,0.29550969327202,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1985,North Carolina,Wayne County,378,4,122623,51,6.044351146100122,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
1986,North Carolina,Wilkes County,4,1,69340,68,0.08483347189467076,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_Low
1987,North Carolina,Wilson County,109,4,81234,54,2.48481980269163,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1988,North Carolina,Yadkin County,11,1,38406,66,0.4339599715322259,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1989,North Carolina,Yancey County,0,0,17818,88,0.0,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Very_Low
1990,North Dakota,Adams County,0,0,2343,88,0.0,1_Very Low,White,Asian,Hispanic,Senior,Middle Adult,Young Adult,Children,Very_Low
1991,North Dakota,Barnes County,3,0,11066,66,0.41075858896209516,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1992,North Dakota,Benson County,0,0,6660,88,0.0,1_Very Low,Indian,White,Hispanic,Children,Young Adult,Middle Adult,Senior,Very_Low
1993,North Dakota,Billings County,0,0,783,88,0.0,1_Very Low,White,Asian,Hispanic,Young Adult,Middle Adult,Senior,Children,Very_Low
1994,North Dakota,Bottineau County,0,0,6429,88,0.0,1_Very Low,White,Indian,Hispanic,Middle Adult,Young Adult,Children,Senior,Very_Low
1995,North Dakota,Bowman County,1,0,3151,76,0.417578379461825,1_Very Low,White,Hispanic,Indian,Young Adult,Children,Middle Adult,Senior,Low
1996,North Dakota,Burke County,2,0,1968,70,1.4518002322880372,1_Very Low,White,Hispanic,Indian,Children,Young Adult,Middle Adult,Senior,High
1997,North Dakota,Burleigh County,61,0,81308,56,1.3397029988263325,2_Low,White,Indian,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1998,North Dakota,Cass County,197,2,149778,55,2.3914180866470254,2_Low,White,Black,Asian,Young Adult,Children,Middle Adult,Senior,Very_High
1999,North Dakota,Cavalier County,0,0,3993,88,0.0,1_Very Low,White,Hispanic,Indian,Senior,Middle Adult,Children,Young Adult,Very_Low
2000,North Dakota,Dickey County,0,0,5289,88,0.0,1_Very Low,White,Hispanic,Indian,Children,Young Adult,Middle Adult,Senior,Very_Low
2001,North Dakota,Divide County,1,0,2071,66,0.7316038218983656,1_Very Low,White,Hispanic,Asian,Middle Adult,Senior,Children,Young Adult,Medium
2002,North Dakota,Dunn County,6,0,3536,62,2.736826740621807,1_Very Low,White,Indian,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
2003,North Dakota,Eddy County,1,0,2385,72,0.5823433496389472,1_Very Low,White,Hispanic,Indian,Middle Adult,Children,Young Adult,Senior,Medium
2004,North Dakota,Emmons County,1,1,3550,74,0.38066235249333835,1_Very Low,White,Indian,Hispanic,Middle Adult,Senior,Young Adult,Children,Low
2005,North Dakota,Foster County,1,0,3343,63,0.47481351699120167,1_Very Low,White,Hispanic,Indian,Middle Adult,Young Adult,Children,Senior,Medium
2006,North Dakota,Golden Valley County,0,0,1680,88,0.0,1_Very Low,White,Hispanic,Indian,Young Adult,Middle Adult,Senior,Children,Very_Low
2007,North Dakota,Grand Forks County,99,0,66861,68,2.177476186328617,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
2008,North Dakota,Grant County,1,0,2394,69,0.6053781797488891,1_Very Low,White,Indian,Hispanic,Senior,Middle Adult,Children,Young Adult,Medium
2009,North Dakota,Griggs County,0,0,2420,88,0.0,1_Very Low,White,Hispanic,Indian,Senior,Middle Adult,Children,Young Adult,Very_Low
