,stname,ctyname,confirmed_cases,deaths,population,days,avearge_case,populationdensity,toppest_ethnicity,second_ethnicity,third_ethnicity,toppest_age_group,second_age_group,third_age_group,fourth_age_group,target_rank
916,Kansas,Ford County,107,0,33848,55,5.747620377731463,1_Very Low,Hispanic,White,Black,Children,Young Adult,Middle Adult,Senior,Very_High
917,Kansas,Franklin County,12,0,25992,52,0.8878471482349599,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
918,Kansas,Geary County,9,0,34362,74,0.35394220831622614,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Low
919,Kansas,Gove County,1,0,2695,65,0.5708577137148566,1_Very Low,White,Hispanic,Asian,Children,Young Adult,Middle Adult,Senior,Medium
920,Kansas,Graham County,0,0,2597,88,0.0,1_Very Low,White,Hispanic,Black,Senior,Middle Adult,Young Adult,Children,Very_Low
921,Kansas,Grant County,0,0,7829,88,0.0,1_Very Low,White,Hispanic,Black,Children,Young Adult,Middle Adult,Senior,Very_Low
922,Kansas,Gray County,0,0,6006,88,0.0,1_Very Low,White,Hispanic,Black,Children,Young Adult,Middle Adult,Senior,Very_Low
923,Kansas,Greeley County,0,0,1247,88,0.0,1_Very Low,White,Hispanic,Indian,Children,Young Adult,Middle Adult,Senior,Very_Low
924,Kansas,Greenwood County,2,0,6689,73,0.4095867883685544,1_Very Low,White,Hispanic,Indian,Middle Adult,Senior,Children,Young Adult,Low
925,Kansas,Hamilton County,1,0,2690,80,0.4646840148698885,1_Very Low,White,Hispanic,Indian,Children,Young Adult,Middle Adult,Senior,Medium
926,Kansas,Harper County,0,0,6034,88,0.0,1_Very Low,White,Hispanic,Indian,Children,Young Adult,Middle Adult,Senior,Very_Low
927,Kansas,Harvey County,5,0,34684,65,0.22178259982434817,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Low
928,Kansas,Haskell County,0,0,4256,88,0.0,1_Very Low,White,Hispanic,Asian,Children,Young Adult,Middle Adult,Senior,Very_Low
929,Kansas,Hodgeman County,0,0,1916,88,0.0,1_Very Low,White,Hispanic,Asian,Middle Adult,Children,Senior,Young Adult,Very_Low
930,Kansas,Jackson County,1,0,13462,57,0.13032134637589368,1_Very Low,White,Indian,Hispanic,Children,Middle Adult,Young Adult,Senior,Very_Low
931,Kansas,Jefferson County,5,0,19126,64,0.40847537383666216,1_Very Low,White,Hispanic,Indian,Middle Adult,Young Adult,Children,Senior,Low
932,Kansas,Jewell County,3,0,3077,73,1.3355830487799447,1_Very Low,White,Hispanic,Indian,Senior,Middle Adult,Young Adult,Children,High
933,Kansas,Johnson County,369,25,544179,46,1.474099355255308,Very_High,White,Hispanic,Asian,Young Adult,Children,Middle Adult,Senior,High
934,Kansas,Kearny County,0,0,3977,81,0.0,1_Very Low,White,Hispanic,Indian,Children,Young Adult,Middle Adult,Senior,Very_Low
935,Kansas,Kingman County,0,0,7858,88,0.0,1_Very Low,White,Hispanic,Indian,Middle Adult,Young Adult,Children,Senior,Very_Low
936,Kansas,Kiowa County,0,0,2553,88,0.0,1_Very Low,White,Hispanic,Asian,Children,Young Adult,Middle Adult,Senior,Very_Low
937,Kansas,Labette County,20,0,21607,69,1.3414868906547328,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
938,Kansas,Lane County,0,0,1750,88,0.0,1_Very Low,White,Hispanic,Black,Middle Adult,Children,Young Adult,Senior,Very_Low
939,Kansas,Leavenworth County,123,2,76227,56,2.881431213911831,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
940,Kansas,Lincoln County,0,0,3241,88,0.0,1_Very Low,White,Hispanic,Indian,Middle Adult,Children,Senior,Young Adult,Very_Low
941,Kansas,Linn County,6,0,9656,57,1.0901321240134305,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
942,Kansas,Logan County,0,0,2756,88,0.0,1_Very Low,White,Hispanic,Asian,Young Adult,Children,Middle Adult,Senior,Very_Low
943,Kansas,Lyon County,57,0,33690,61,2.7736011561537453,1_Very Low,White,Hispanic,Asian,Young Adult,Children,Middle Adult,Senior,Very_High
944,Kansas,McPherson County,15,0,29180,65,0.7908472610323193,1_Very Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Medium
945,Kansas,Marion County,5,0,12660,72,0.5485343163068281,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
946,Kansas,Marshall County,0,0,10117,88,0.0,1_Very Low,White,Hispanic,Indian,Middle Adult,Young Adult,Children,Senior,Very_Low
947,Kansas,Meade County,0,0,4575,88,0.0,1_Very Low,White,Hispanic,Black,Children,Young Adult,Middle Adult,Senior,Very_Low
948,Kansas,Miami County,4,0,32787,73,0.16712270274177327,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Low
949,Kansas,Mitchell County,2,0,6373,59,0.5319049911304843,1_Very Low,White,Hispanic,Asian,Children,Young Adult,Middle Adult,Senior,Medium
950,Kansas,Montgomery County,12,2,35471,67,0.5049321350171698,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Medium
951,Kansas,Morris County,2,0,5923,57,0.5923977595516734,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Medium
952,Kansas,Morton County,2,0,3233,75,0.824827301783689,1_Very Low,White,Hispanic,Asian,Middle Adult,Children,Young Adult,Senior,Medium
953,Kansas,Nemaha County,0,0,10178,88,0.0,1_Very Low,White,Hispanic,Black,Children,Young Adult,Middle Adult,Senior,Very_Low
954,Kansas,Neosho County,2,0,16512,63,0.1922603666789713,1_Very Low,White,Hispanic,Black,Children,Young Adult,Middle Adult,Senior,Low
955,Kansas,Ness County,0,0,3107,88,0.0,1_Very Low,White,Hispanic,Black,Middle Adult,Senior,Children,Young Adult,Very_Low
956,Kansas,Norton County,0,0,5671,88,0.0,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_Low
957,Kansas,Osage County,4,0,16295,65,0.37765241815564005,1_Very Low,White,Hispanic,Indian,Middle Adult,Young Adult,Children,Senior,Low
958,Kansas,Osborne County,2,0,3858,72,0.7200046080294914,1_Very Low,White,Hispanic,Asian,Middle Adult,Young Adult,Senior,Children,Medium
959,Kansas,Ottawa County,3,0,6091,65,0.757738403445184,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
960,Kansas,Pawnee County,0,0,6973,88,0.0,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Senior,Children,Very_Low
961,Kansas,Phillips County,1,0,5642,80,0.22155264090747961,1_Very Low,White,Hispanic,Asian,Middle Adult,Children,Young Adult,Senior,Low
962,Kansas,Pottawatomie County,6,0,21604,61,0.4552890933980046,1_Very Low,White,Hispanic,Black,Children,Young Adult,Middle Adult,Senior,Medium
963,Kansas,Pratt County,1,0,9656,70,0.14794650254467986,1_Very Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Low
964,Kansas,Rawlins County,0,0,2519,88,0.0,1_Very Low,White,Hispanic,Black,Senior,Middle Adult,Young Adult,Children,Very_Low
965,Kansas,Reno County,14,0,64511,58,0.37416767736483325,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
966,Kansas,Republic County,4,0,4980,75,1.07095046854083,1_Very Low,White,Hispanic,Black,Senior,Middle Adult,Young Adult,Children,High
967,Kansas,Rice County,0,0,10083,88,0.0,1_Very Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Very_Low
968,Kansas,Riley County,27,0,71115,58,0.6545978223712443,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Medium
969,Kansas,Rooks County,4,0,5181,77,1.002664581124338,1_Very Low,White,Hispanic,Asian,Middle Adult,Young Adult,Children,Senior,High
970,Kansas,Rush County,0,0,3307,88,0.0,1_Very Low,White,Hispanic,Indian,Middle Adult,Senior,Young Adult,Children,Very_Low
971,Kansas,Russell County,0,0,6970,88,0.0,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Senior,Children,Very_Low
972,Kansas,Saline County,15,2,55606,68,0.3966986211813791,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
973,Kansas,Scott County,1,0,4936,76,0.26656999061673636,1_Very Low,White,Hispanic,Asian,Children,Young Adult,Middle Adult,Senior,Low
974,Kansas,Sedgwick County,238,3,498365,51,0.9363953461151299,3_Medium,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,High
975,Kansas,Seward County,35,0,22952,76,2.0064757571866227,1_Very Low,Hispanic,White,Black,Children,Young Adult,Middle Adult,Senior,Very_High
976,Kansas,Shawnee County,90,5,177934,63,0.8028659101528818,3_Medium,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Medium
977,Kansas,Sheridan County,0,0,2556,88,0.0,1_Very Low,White,Hispanic,Black,Children,Middle Adult,Young Adult,Senior,Very_Low
978,Kansas,Sherman County,1,0,6010,85,0.1957521777429774,1_Very Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Low
979,Kansas,Smith County,2,0,3853,83,0.6253928248681202,1_Very Low,White,Hispanic,Indian,Senior,Middle Adult,Young Adult,Children,Medium
980,Kansas,Stafford County,1,0,4437,67,0.3363843392907,1_Very Low,White,Hispanic,Indian,Middle Adult,Children,Young Adult,Senior,Low
981,Kansas,Stanton County,3,0,2235,81,1.6571381224625072,1_Very Low,White,Hispanic,Indian,Children,Young Adult,Middle Adult,Senior,High
982,Kansas,Stevens County,3,0,5724,67,0.7822522607090335,1_Very Low,White,Hispanic,Indian,Children,Young Adult,Middle Adult,Senior,Medium
983,Kansas,Sumner County,3,1,24132,64,0.19424415713575335,1_Very Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Low
984,Kansas,Thomas County,0,0,7900,88,0.0,1_Very Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Very_Low
985,Kansas,Trego County,0,0,3001,88,0.0,1_Very Low,White,Hispanic,Black,Middle Adult,Senior,Young Adult,Children,Very_Low
986,Kansas,Wabaunsee County,1,0,7053,74,0.19159951103804782,1_Very Low,White,Hispanic,Indian,Middle Adult,Children,Young Adult,Senior,Low
987,Kansas,Wallace County,0,0,1485,88,0.0,1_Very Low,White,Hispanic,Indian,Children,Middle Adult,Young Adult,Senior,Very_Low
988,Kansas,Washington County,0,0,5799,88,0.0,1_Very Low,White,Hispanic,Asian,Middle Adult,Young Adult,Children,Senior,Very_Low
989,Kansas,Wichita County,0,0,2234,88,0.0,1_Very Low,White,Hispanic,Black,Children,Young Adult,Middle Adult,Senior,Very_Low
990,Kansas,Wilson County,1,0,9409,86,0.12358281407954284,1_Very Low,White,Hispanic,Indian,Middle Adult,Children,Young Adult,Senior,Very_Low
991,Kansas,Woodson County,5,0,3309,62,2.43714600454284,1_Very Low,White,Hispanic,Indian,Middle Adult,Young Adult,Senior,Children,Very_High
992,Kansas,Wyandotte County,412,35,157505,51,5.128999950826335,Very_High,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Very_High
993,Kentucky,Adair County,47,3,18656,73,3.4510914260203482,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
994,Kentucky,Allen County,4,0,19956,63,0.3181602700544372,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
995,Kentucky,Anderson County,7,1,21421,58,0.5634174649755557,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
996,Kentucky,Ballard County,3,0,8249,78,0.4662569821983084,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Medium
997,Kentucky,Barren County,6,0,42173,67,0.21234495721426067,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Low
998,Kentucky,Bath County,3,0,11591,73,0.3545499992318083,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Low
999,Kentucky,Bell County,0,0,28691,88,0.0,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1000,Kentucky,Boone County,74,2,118811,62,1.0045773430884128,4_High,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,High
1001,Kentucky,Bourbon County,7,1,19985,54,0.6486346241162354,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1002,Kentucky,Boyd County,29,2,49542,69,0.8483506016560973,3_Medium,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1003,Kentucky,Boyle County,13,0,28432,67,0.6824347592370169,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1004,Kentucky,Bracken County,7,0,8488,67,1.2308860973173716,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1005,Kentucky,Breathitt County,2,0,13878,61,0.23625079439329616,1_Very Low,White,Hispanic,Asian,Young Adult,Middle Adult,Children,Senior,Low
1006,Kentucky,Breckinridge County,6,0,20059,67,0.4464441836879713,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Medium
1007,Kentucky,Bullitt County,31,2,74319,67,0.622568343444044,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1008,Kentucky,Butler County,62,2,12690,67,7.292144478552862,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1009,Kentucky,Caldwell County,11,0,12984,73,1.1605432186294617,1_Very Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1010,Kentucky,Calloway County,21,1,37191,58,0.9735392044237622,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1011,Kentucky,Campbell County,55,6,90336,62,0.98199696045159,4_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1012,Kentucky,Carlisle County,0,0,5104,88,0.0,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_Low
1013,Kentucky,Carroll County,2,0,10811,67,0.27611457098008246,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Low
1014,Kentucky,Carter County,4,0,27720,73,0.19767143054814287,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1015,Kentucky,Casey County,1,0,15955,84,0.07461461551088626,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_Low
1016,Kentucky,Christian County,79,3,73955,58,1.8417537225572869,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1017,Kentucky,Clark County,18,0,35613,54,0.9359877947191569,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1018,Kentucky,Clay County,0,0,21730,88,0.0,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1019,Kentucky,Clinton County,2,0,10272,73,0.26671787649895445,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1020,Kentucky,Crittenden County,3,0,9315,73,0.44117971455672467,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1021,Kentucky,Cumberland County,2,0,6856,73,0.39960998065887693,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Low
1022,Kentucky,Daviess County,109,3,96656,57,1.9784397261984625,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Very_High
1023,Kentucky,Edmonson County,7,0,12161,69,0.8342182004960023,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1024,Kentucky,Elliott County,0,0,7852,88,0.0,1_Very Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1025,Kentucky,Estill County,0,0,14672,88,0.0,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_Low
1026,Kentucky,Fayette County,218,7,295803,44,1.6749476694102003,Very_High,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1027,Kentucky,Fleming County,2,0,14348,81,0.1720891972727304,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Low
1028,Kentucky,Floyd County,4,0,39451,67,0.15133074582979755,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Low
1029,Kentucky,Franklin County,21,0,49285,58,0.7346433306629632,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1030,Kentucky,Fulton County,0,0,6813,88,0.0,1_Very Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1031,Kentucky,Gallatin County,1,0,8589,81,0.1437382583810185,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1032,Kentucky,Garrard County,1,0,16912,84,0.07039239536874352,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_Low
1033,Kentucky,Grant County,16,1,24662,67,0.9683155062413986,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,High
1034,Kentucky,Graves County,41,2,37121,73,1.5130083661982123,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
1035,Kentucky,Grayson County,8,0,25746,67,0.46377295531199747,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1036,Kentucky,Green County,1,0,11258,78,0.11387913324314106,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Very_Low
1037,Kentucky,Greenup County,10,0,36910,73,0.371136010213663,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1038,Kentucky,Hancock County,6,0,8565,66,1.061402112190203,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,High
1039,Kentucky,Hardin County,29,0,105543,58,0.4737405607193277,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Medium
1040,Kentucky,Harlan County,0,0,29278,88,0.0,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1041,Kentucky,Harrison County,16,0,18846,47,1.8063543028488462,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1042,Kentucky,Hart County,1,0,18199,78,0.07044624880769723,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1043,Kentucky,Henderson County,28,0,46250,57,1.0621147463252727,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1044,Kentucky,Henry County,3,0,15416,73,0.2665794655614874,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1045,Kentucky,Hickman County,0,0,4902,88,0.0,1_Very Low,White,Black,Hispanic,Middle Adult,Senior,Young Adult,Children,Very_Low
1046,Kentucky,Hopkins County,109,9,46920,67,3.4673181407540303,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1047,Kentucky,Jackson County,43,2,13494,78,4.085386477560777,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_High
1048,Kentucky,Jefferson County,689,60,741096,47,1.9780938593765325,Very_High,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1049,Kentucky,Jessamine County,33,0,48586,61,1.1134557414839195,3_Medium,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1050,Kentucky,Johnson County,1,0,23356,73,0.05865143918901482,2_Low,White,Hispanic,Asian,Young Adult,Middle Adult,Children,Senior,Very_Low
1051,Kentucky,Kenton County,128,10,159720,57,1.405969218061432,Very_High,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1052,Kentucky,Knott County,3,0,16346,81,0.22658165323037463,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Low
1053,Kentucky,Knox County,4,0,31883,81,0.15488729432419382,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Low
1054,Kentucky,Larue County,5,0,14193,67,0.5258005049788049,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1055,Kentucky,Laurel County,13,2,58849,62,0.35629733615667,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1056,Kentucky,Lawrence County,1,0,15860,69,0.09137927883473143,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_Low
1057,Kentucky,Lee County,0,0,7887,88,0.0,1_Very Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1058,Kentucky,Leslie County,2,0,11310,76,0.23267718367536883,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1059,Kentucky,Letcher County,1,0,24519,78,0.05228807382239414,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_Low
1060,Kentucky,Lewis County,2,0,13870,69,0.20897986479002748,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1061,Kentucky,Lincoln County,4,1,24742,81,0.19959063959818413,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Low
1062,Kentucky,Livingston County,1,0,9519,84,0.1250631568942316,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_Low
1063,Kentucky,Logan County,8,0,26835,62,0.48083569243344937,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1064,Kentucky,Lyon County,13,2,8314,55,2.8429593019441466,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Senior,Children,Very_High
1065,Kentucky,McCracken County,29,2,65565,62,0.713401869112897,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1066,Kentucky,McCreary County,9,0,18306,67,0.7337941560633412,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1067,Kentucky,McLean County,7,1,9531,66,1.1127962025034734,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1068,Kentucky,Madison County,21,1,82916,61,0.41519404588012837,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Low
1069,Kentucky,Magoffin County,0,0,13333,88,0.0,2_Low,White,Hispanic,Indian,Middle Adult,Young Adult,Children,Senior,Very_Low
1070,Kentucky,Marion County,13,0,19820,69,0.9505842437005514,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,High
1071,Kentucky,Marshall County,12,0,31448,69,0.5530178182341036,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1072,Kentucky,Martin County,2,0,12929,61,0.25359181101323874,1_Very Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Low
1073,Kentucky,Mason County,6,0,17490,67,0.5120196615550038,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1074,Kentucky,Meade County,2,1,28602,73,0.09578791788676527,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_Low
1075,Kentucky,Menifee County,3,0,6306,61,0.7798973655066993,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Medium
1076,Kentucky,Mercer County,9,0,21331,67,0.6297330561574949,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Medium
1077,Kentucky,Metcalfe County,0,0,10099,88,0.0,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_Low
1078,Kentucky,Monroe County,3,0,10963,78,0.3508304155937103,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1079,Kentucky,Montgomery County,9,0,26499,51,0.6659518783172729,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1080,Kentucky,Morgan County,1,0,13923,83,0.086534459319718,1_Very Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_Low
1081,Kentucky,Muhlenberg County,58,2,31499,61,3.0185709772727627,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1082,Kentucky,Nelson County,13,0,43437,52,0.5755461933374773,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1083,Kentucky,Nicholas County,1,0,7135,67,0.20918532774111223,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Low
1084,Kentucky,Ohio County,13,0,23842,73,0.7469263978727536,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Medium
1085,Kentucky,Oldham County,23,0,60316,58,0.6574569337123334,3_Medium,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1086,Kentucky,Owen County,0,0,10841,88,0.0,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_Low
1087,Kentucky,Owsley County,2,0,4755,83,0.5067588967858817,1_Very Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1088,Kentucky,Pendleton County,5,0,14877,69,0.48708589175197975,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1089,Kentucky,Perry County,4,0,28712,73,0.19084187986885345,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Low
1090,Kentucky,Pike County,6,1,65024,73,0.12640222198252615,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_Low
1091,Kentucky,Powell County,1,0,12613,69,0.11490330312525493,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Very_Low
1092,Kentucky,Pulaski County,35,2,63063,58,0.9568975086216466,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,High
1093,Kentucky,Robertson County,0,0,2282,88,0.0,1_Very Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Very_Low
1094,Kentucky,Rockcastle County,11,0,17056,69,0.9346874405198902,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1095,Kentucky,Rowan County,2,0,23333,81,0.1058216175574995,2_Low,White,Hispanic,Black,Young Adult,Children,Middle Adult,Senior,Very_Low
1096,Kentucky,Russell County,12,2,17565,73,0.935858591766784,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,High
1097,Kentucky,Scott County,23,0,47173,62,0.7863984523678458,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Medium
1098,Kentucky,Shelby County,23,2,42074,67,0.8159043164176266,2_Low,White,Hispanic,Black,Young Adult,Middle Adult,Children,Senior,Medium
1099,Kentucky,Simpson County,21,2,17327,62,1.9548085497740801,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Very_High
1100,Kentucky,Spencer County,8,0,17061,61,0.7686978546603749,2_Low,White,Hispanic,Black,Middle Adult,Young Adult,Children,Senior,Medium
1101,Kentucky,Taylor County,5,0,24512,69,0.29562568585159116,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,Low
1102,Kentucky,Todd County,11,0,12460,78,1.1318269745236038,1_Very Low,White,Black,Hispanic,Children,Young Adult,Middle Adult,Senior,High
1103,Kentucky,Trigg County,4,0,14339,83,0.3360957604040543,1_Very Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Low
1104,Kentucky,Trimble County,2,0,8809,81,0.28029694658521237,2_Low,White,Hispanic,Asian,Middle Adult,Young Adult,Children,Senior,Low
1105,Kentucky,Union County,8,0,15007,67,0.7956485978185305,2_Low,White,Black,Hispanic,Young Adult,Middle Adult,Children,Senior,Medium
1106,Kentucky,Warren County,87,0,113792,58,1.3181946006749157,2_Low,White,Black,Hispanic,Young Adult,Children,Middle Adult,Senior,High
1107,Kentucky,Washington County,3,0,11717,67,0.3821466194673131,2_Low,White,Black,Hispanic,Middle Adult,Young Adult,Children,Senior,Low
